post_id	text	date
1		2016-03-12 21:00:22
2	CareerJet	2016-05-11 13:50:44
3	🇯🇵	2016-05-05 20:04:20
4		2016-05-05 20:04:04
5	Банное:* Отдыхаем))	2016-02-16 20:46:52
6	LADA сегодня — пройди тест и выиграй автомобиль	2016-02-16 13:02:23
7		2016-01-05 16:12:52
8		2016-01-05 16:06:33
9		2015-12-20 19:52:46
10	Мы крутые :D	2015-12-08 19:11:12
11		2015-05-10 21:01:56
12		2015-04-17 21:16:09
13		2015-04-17 21:15:32
14	Отдыхаем 💋❤️	2015-03-28 21:17:23
15	Моя самая любимая :**** ❤ ❤ ❤	2015-03-10 20:25:55
16	:***	2015-01-26 21:03:18
17		2015-01-19 20:39:36
18		2015-01-19 20:39:13
19		2014-11-23 15:06:21
20		2014-09-24 17:17:45
21		2014-08-26 20:24:45
22		2014-07-14 23:23:46
23		2014-07-11 19:52:05
24	Продаются щенки Мопсы) 1.5 месяца. Телефон для связи: +7 (982) 300-50-69	2014-06-08 21:01:27
25	Инженер по специальности «Обработка металлов давлением»!!!)))	2014-05-29 21:24:20
26		2014-05-10 21:15:49
27	Я не могу жить и работать, пока в интернете есть страница с моим именем. Счастливо оставаться, безвольные овощи!	2014-05-06 12:04:41
28		2014-04-03 21:35:17
29		2014-04-03 21:29:04
30		2014-04-03 21:21:36
31		2014-03-30 20:43:14
32	Я установил новый рекорд в игре «Сто к одному»! 1120 очков. Попробуй побей его! http://vk.com/igra100k1	2014-03-28 20:23:14
33		2014-01-10 21:21:32
34		2014-01-02 21:25:52
35		2013-12-03 20:53:53
36		2013-12-03 20:53:24
37		2013-07-24 10:07:17
38		2013-07-03 21:22:46
39		2013-07-03 20:47:58
40		2013-07-03 20:46:19
41		2013-07-03 20:41:06
42		2013-05-25 20:58:30
43		2013-05-24 21:23:12
44		2013-05-24 21:21:05
45	Задай мне вопрос | ask.fm/tattooartmax	2013-02-13 18:55:36
46	Люблю мою красавицу:**** 2 года:******	2013-01-27 09:24:19
47		2012-12-08 11:35:09
48		2012-12-04 18:55:53
49	Задай мне вопрос | ask.fm/tattooartmax	2012-11-25 19:26:33
50	Задай мне вопрос | ask.fm/tattooartmax	2012-11-11 19:55:20
51		2012-11-11 19:37:32
52	Задай мне вопрос | ask.fm/tattooartmax	2012-11-07 12:52:19
53	Не забуду...	2012-11-06 06:34:51
54	Хуево.	2012-11-05 13:02:48
55	В пизду :(	2012-11-04 14:22:05
56	Люблю.	2012-11-04 10:28:30
57		2012-10-05 11:30:09
58	Я победил Маньяков!	2012-10-04 20:40:28
59	Люблю. Малышка моя=*	2012-09-09 21:29:09
60	Контакт только по вапросом татуировок!!! Остальный все идите лесом!!!!	2012-09-08 13:52:54
61		2012-08-29 00:13:40
