post_id	text	date
64	😌😏☺	2015-11-29 18:40:47
65	Скорее бы уже вечер!!!!;)😋😜🍷🍸🔞⚡🎉🎊🎉💃💄💅👭👯💥💣	2015-11-27 13:49:19
66	😋😍😏😎	2015-11-23 19:54:24
67	😋😍😏😇	2015-11-23 19:42:44
68	🙏😔👼👼👼	2015-11-17 14:46:42
69		2015-11-09 13:28:40
70		2015-11-08 15:43:01
71	Подсели на VOODOO)))	2015-11-07 14:41:54
72		2015-11-04 19:55:48
73		2015-11-04 12:22:41
74	😜😂😄😁😀	2015-10-26 23:53:32
75	Сегодня, увы, многим нашим мужикам грош цена, потому что из-за своих комплексов они берут в жены существа, которые только смотрят им в рот. Им, разумеется, это нравится, потому что примитивный мужчина рядом с еще более никчемной женщиной кажется себе очень значительным...😆😜👎😝😄	2015-10-15 19:25:43
76	Моя девочка,самая красивая;)😋😏 😇😘😃	2015-10-15 00:14:49
77	Наверно,всё это было,но не с нами...;)😎😏😜😇😀😈	2015-10-14 23:33:04
78	На ковре из желтых листьев, в платьице простом, мерзнет ради аватарки, девочка в лесу глухом...)))	2015-10-13 16:06:57
79	Меня умиляет мнение женщин: мол, если вернулся, то я - лучшая! Я вас умоляю. От лучших не уходят! А возвращаются лишь те, — кто не востребован!!!	2015-10-12 20:19:31
80	Уродливых и завистливых,большая часть из них девочки)))	2015-10-03 09:30:33
81	Сегодня у моего самого любимого и дорогого человечка на земле ДЕНЬ РОЖДЕНИЕ!!!Мамулечка,я тебя очень сильно люблю!!!Ты самое дорогое,что у меня есть!!!Желаю тебе крепкого здоровья,безграничного счастья,терпения!Я очень хочу,чтобы ты мною гордилась!Я постараюсь всё для этого сделать!!!Ты самая лучшая мама на свете,я тебя ЛЮБЛЮ!!!	2015-09-28 10:55:18
82	Не можете соответствовать,будьте проще!!!	2015-09-23 11:25:19
