post_id	text	date
1	продам страничку. приложения раскручены. за 300 р , писать в лс	2015-03-16 13:18:37
2	продам страничку. приложения раскручены. за 500 р	2015-01-31 19:16:14
3	У меня 280 уровень.	2014-11-05 12:33:36
4	добавляемся в бригаду магнитогорск )))))	2013-11-11 08:03:07
5	кому не жалко киньте голос плиз	2013-10-17 20:37:58
6	Кореша, передайте мне отмычку с воли.	2013-10-16 10:34:47
7	Я создал бригаду магнитогорск	2013-08-30 13:05:37
8	продам водку в больших количествах, НЕ ДОРОГО	2013-01-28 20:17:00
9	k	2012-10-02 23:50:16
10	https://vk.com/app2733366?x=4144451#app_data=9264 помогите пожалуйста	2012-04-11 14:42:31
11	https://vk.com/app2733366?x=3968805#app_data=9036	2012-04-09 13:56:04
12	https://vk.com/app2733366?x=3968805#app_data=9036	2012-04-09 13:55:32
