post_id	text	date
1		2016-05-26 15:54:15
2	С Днем Победы!!!! УРА УРА УРАААААААА!!!!!!!!😆😆😆😆😆😆😆😆😊😊😊😚	2016-05-09 16:42:00
3	С Праздником светлой Пасхи!!! :))	2016-05-01 20:08:47
4		2016-05-01 20:06:12
5		2016-04-19 01:23:51
6		2016-04-16 18:17:42
7		2016-04-05 15:00:36
8	Едем едем в соседнее село на дискотеку!:))	2016-03-30 16:41:46
9	Ви гона рап пап пап :)))	2016-03-29 00:45:36
10		2016-03-29 00:41:42
11		2016-03-27 03:32:10
12		2016-03-21 00:47:54
13	Восьмомарт :)	2016-03-09 03:15:52
14	Стандарт фотка с часами и на руле😎признак успешного мужика?))	2016-03-01 01:49:46
15	Мода..зимой..а на улице минус..	2016-02-28 20:16:44
16		2016-02-24 06:55:38
17	Очередь в беспонтовый макдак))	2016-02-07 21:38:35
18		2016-02-07 04:33:53
19	Медведь скажи!!!😈😅😅😅😂	2016-02-06 00:50:55
20		2016-01-31 01:20:14
21	Frankfurt am Main	2016-01-28 18:03:15
22		2016-01-26 01:53:50
23		2016-01-24 17:03:32
24	Болееею 😬😷😊	2016-01-19 22:57:50
25	Не люди, ну 30 км в час это капец по городу!!!!!!ну ппц)))так до будущего не додеешь!	2016-01-17 02:01:18
26	Год и я стала черным лебедем 😅😅😅	2016-01-16 17:23:22
27		2016-01-15 17:06:04
28		2016-01-13 17:46:49
29		2016-01-13 16:52:01
30	После книг Ремарка невольно начинаешь разбираться в машинах и элитном алкоголе)))	2016-01-10 18:00:16
31		2016-01-06 05:44:41
32	Ммм	2015-12-28 22:08:00
33		2015-12-16 14:26:10
34		2015-12-07 21:57:44
35		2015-12-03 19:46:55
36		2015-11-25 18:08:52
37	Чудеса	2015-11-18 17:42:16
38	Хорошая погода в любое время года)	2015-11-17 01:23:01
39	Какое милое кощунство :)🐷	2015-11-16 12:58:26
40	Хел 😀👹👿	2015-11-02 18:33:32
41		2015-11-02 06:19:00
42		2015-10-31 02:24:01
43	Noch noch Geburtstag :))	2015-10-18 01:33:27
44	Спасибо друзья!)))	2015-10-16 08:25:27
45	спасибо дорогие ребята за поздравления!!!!!!!!!!!!!)))))))	2015-10-14 22:46:56
46	спасибо дорогие ребята за поздравления!!!!!!!!!!!!!))))))))	2015-10-14 15:51:13
47	😂😂😂😂😂😂	2015-10-13 05:48:05
48		2015-10-07 21:06:41
49	😍	2015-10-06 00:17:09
50		2015-10-02 19:12:44
51		2015-10-01 06:13:09
52		2015-09-29 06:28:47
53		2015-09-23 06:07:11
54	Это очень круто!))спасибо..😊......😇😍	2015-09-22 23:41:29
55	Друзья, проголосуйте за меня кому не лень!))) За репост спасибо)) всех целую!  http://vk.com/photo-64079075_382851785	2015-09-21 17:50:55
56		2015-09-16 19:08:32
57	:)	2015-09-05 18:19:04
58		2015-09-05 18:08:55
59		2015-09-04 21:32:28
60		2015-09-03 17:46:46
61	Номерок блатной	2015-08-28 16:44:36
62	Только что мне прислали мой портрет, выполненный с любовью))) мне кажется - гениально!!!)))))))))	2015-08-06 23:53:25
63	la Pedrera))	2015-07-28 00:36:24
64	😊😋👀	2015-07-24 15:21:12
65	:)	2015-07-22 17:12:52
