post_id	text	date
1	Лишь тот,кто ждет,оценит встречу....	2015-04-24 23:39:04
2		2016-05-25 13:45:44
3	Отведи  от него неудачу! Сохрани его, Боже, молю! Для меня он так многое значит! Я его больше жизни люблю!!🎀	2016-05-03 21:07:42
4	🔹🔹🔹🔷🔷🔹🔹🔹	2016-04-23 21:11:14
5		2016-03-21 13:11:55
6	Врач сказал, что мне нельзя НЕРВНИЧАТЬ... Теперь я только НЕРВИРУЮ!!!😆🔫	2016-02-01 16:59:12
7	Молчание и улыбка – это два мощных оружия. Улыбка является способом решения многих проблем, молчание же помогает их избежать...	2016-01-25 20:30:51
8	"Раньше я думала, что ""нужно беречь дружбу, хорошие отношения""... А сейчас поняла, СЕБЯ нужно беречь, от лицемерной грязи, которая улыбаясь в глаза, тихо ненавидит за спиной... Пусть лучше рядом останется один человек, но он будет настоящим."	2016-01-03 15:30:42
9	Цените тех людей,которые ради вас готовы на все!! 💕	2015-09-04 19:18:00
10	"Нужно быть с тем человеком, который при самой дикой ссоре скажет: ""Ты нужна мне!"""	2015-08-16 03:27:49
11	🎀	2015-08-15 10:59:38
12	Отпускаю всё что было... Пусть останется всё в прошлом! Я на всё теперь забила. Пофиг, буду нехорошей! Пофиг ваши осуждения, фальш и лживые улыбки! Мне не у вас просить прощенья за совершенные ошибки!	2015-07-23 18:09:01
13	Я никому ничего не должна, впрочем как и мне. Всех, кто рядом со мной, сердечно благодарю. Всем, кто ушёл, счастливого пути. Всем, кого я послала, удачно добраться!	2015-07-20 16:52:02
14	И я так хочу… Я в белом платье, вокруг радостные родственники и друзья… А он смотрит на меня влюбленными глазами,улыбается и говорит: «Теперь ты моя… жена…»	2015-07-20 16:19:27
15	Если я начинаю относится к людям  без чувств,эмоций и улыбки,увы то вы просто меня заеб...и👏☝🏼	2015-07-20 11:33:04
16	Любимый человек - это отражение твоей души. Это твоё дыхание. Это ощущение полного счастья. Это тот, кто тебя греет изнутри. Это твой пульс, зовущий через расстояние. Это дрожь, когда ты слышишь его голос.	2015-07-13 00:36:21
17	Куколка 🌷🌸💐	2015-07-12 22:22:05
18	Остановили уроды 🚔😏	2015-07-06 17:22:41
19	Нужно уметь ждать... Ждать человека, ждать счастья,ждать встречи.Это того стоит, потому что подождав, ты обретаешь всё.💞	2015-06-24 21:06:58
20		2015-06-21 06:45:54
21	Когда разочаровываешься в человеке, понимаешь: это не он такой плохой! Это ты относилась к нему лучше, чем он этого заслуживал, и ждала от него того, же на что он вообще не способен....	2015-06-20 13:42:18
22	Всегда впадаю в ступор, когда нужно сказать что-то зефирное, похвалить, поздравить. Зато саркастических подъебов во мне на целый глоссарий.😆	2015-06-19 12:33:42
23	«Некоторые мгновения имеют привкус вечности. »	2015-06-09 20:37:25
24	✈️Скоро  на море...🌊☀️Крым жди меня 👏🏊🏽	2015-06-03 16:31:32
25	🌼🌺🌷💐🌸	2015-05-27 18:01:19
26	Любящая девушка имеет бесконечное терпение,она терпит многое,пока однажды мужчина не переступит черту,после которой не будет больше не чего!!!	2015-05-05 01:59:18
27	👻☀️🌞🌺🌷💐	2015-04-24 14:41:32
28		2015-04-21 20:59:13
29	Я не грубая,просто моя нежность принадлежит определенным людям!😼	2015-04-18 18:08:47
30		2015-04-18 18:04:04
31	В детстве я была добрая,спокойная,почему все изменилось?я стала ненавидеть  людей,я стала злой эгоисткой....	2015-04-12 13:44:29
32	Мне пофиг на чужое мнения,я люблю его 💞 я с ним до последнего,всему свое время!!!	2015-04-09 00:24:54
33	Ни одни отношения не могут достигнуть уровня, на котором не будет проблем. Если же вы видите отношения, в которых нет проблем, это значит, что отношений больше нет.	2015-04-02 11:27:18
34	Вы, жадною толпой стоящие у трона,Свободы, Гения и Славы палачи!Таитесь вы под сению закона,Пред вами суд и правда -всё молчи!..Но есть и божий суд,наперсники разврата!Есть грозный суд: он ждет;Он не доступен звону злата,И мысли и дела он знает наперед.Тогда напрасно вы прибегнете к злословью:Оно вам не поможет вновь,И вы не смоете всей вашей черной кровью Поэта праведную кровь!	2015-03-04 14:20:54
35	😆 юху весна пришла☀️🍃🍂🌿 чувствую Анька меня прибьет скоро! ☺️	2015-02-27 16:36:14
36	💞нету мелочей в нашей жизни,любая не значительная утрата может сыграть огромную роль в жизни,судьбе,любви. Относитесь к любимым со всей серьезностью и искренностью даже если это мелочи!💞	2015-02-26 00:47:04
37	"Высшая сила даст человеку не то, что он хочет,а то, что ему надо.поэтому не когда не спрашивайте ""за что?""а просто подумайте для чего нужно все это...."	2015-02-20 23:43:27
38	Каждый получит свое,всему свое время...	2015-02-10 22:22:12
39	Прошлое - это поезд, но он уже ушел. Будущее - это мечта, но еще не известно сбудется ли она. А настоящее - это подарок жизни. Поэтому нужно жить настоящим, с надеждой на будущее и с опытом прошлого!	2015-02-10 21:08:12
40	Слёзы могут значить больше чем улыбка..Ведь улыбаемся мы всем подряд,а плачем только из-за тех, кого любим...	2015-02-07 20:48:05
41	Веселая прогулка 😜❄️⛄️👍	2015-01-28 18:25:56
42	И десятки тех,кто захотел мое тело,не стоят и мизинца того,кто полюбил мою душу!!!	2015-01-17 21:56:14
43	🏂🎿⛄️❄️	2015-01-13 17:40:25
44	💞 как же я люблю тебя 💞	2015-01-07 14:53:49
45	😺👍❄️⛄️🎄🏂🎿	2015-01-05 20:12:04
46	Живу как хочу и мне на ваше мнения пофиг 😼	2015-01-05 11:07:25
47		2015-01-04 08:12:16
48		2014-12-28 23:48:12
49	Если бог хочет сделать тебя счастливым, то он ведёт тебя самой трудной дорогой, потому что лёгких путей к счастью не бывает.....	2014-12-11 11:01:08
50	Самое главное и ценное в жизни-это семья.с начала та, в которой ты рождаешься,а затем,та которую создаешь ты сама!цените любимых и родных!!!	2014-11-19 07:38:27
51		2014-11-18 01:12:01
52	Снежок ❄️❄️❄️⛄️❄️❄️❄️⛅️⛅️⛅️ http://instagram.com/p/vSut48SIyM/	2014-11-12 11:17:14
53	Зимушка зима пришла, бррр как  же холодно!! ❄️⛄️☁️ 😢 хочу лета 🌞🌈🌷💐🌈 http://instagram.com/p/vK02BHyI6K/	2014-11-09 09:36:43
54	Сейчас главное не сломаться..  😌 Быть сильнее , несмотря ни на что.  Тяжелые времена пройдут, и рано или поздно, все будет хорошо.💎✨	2014-10-30 06:00:44
55	ты самое ужасное и самое прекрасное что было и есть у меня в жизни....	2014-10-21 22:09:46
56	Вроде мелочи,а так приятно ☺️😉😃 http://instagram.com/p/s5UkbgyI-b/	2014-09-14 01:56:29
57	Как хорошо на улице,🌞 светит,🐦🐤🐥🐣 поют,🍃🌾🌷🌸💐🍀🌻🌳 зеленая,а я как всегда на 🏫 работу! Когда же будет у меня выходной 😩🌊👙💃 http://instagram.com/p/r7ByulSI6G/	2014-08-20 16:54:23
58	Опубликовано фото в Instagram 💋💋💏ласковый родной! 💋💋💋	2014-07-23 03:48:51
59	Опубликовано фото в Instagram  http://instagram.com/p/qHJxDrSIzp/	2014-07-06 16:45:40
60		2014-06-17 21:43:04
61	★ Если двум людям суждeно быть вмeстe, нe вaжно сколько рaзлук, слёз и бeд они пeрeживут, судьбa их всё рaвно соeдинит.	2014-05-17 01:15:25
62	Единственное о чём я жалею в своей жизни, это о том, что я уделяла время людям которые не были этого достойны....	2014-05-16 19:23:36
63	Я просто очень люблю ошибаться в людях.Это определенно мой конёк.	2014-05-14 01:17:42
64		2014-05-11 19:57:23
65	Любовь — это дикая сила. Когда мы пытаемся обуздать ее, она нас уничтожает. Когда мы пытаемся поработить ее, она обращает нас в своих невольников. Когда мы пытаемся постичь ее, она приводит нас в смятение мыслей и чувств. И сила эта пребывает на свете ради того, чтобы дарить нам радость, чтобы Бог и ближний стали ближе, и все же в наши дни мы любим так, что за минуту душевного мира расплачиваемся часом тоски.	2014-04-30 00:29:57
66	Я тебя безумно люблю	2014-04-13 00:11:55
67	Да, я такая. Буду улыбаться, когда текут слезы. Обидеть меня не сложно. Хлопаю дверью и возвращаюсь. Часто мечтаю. Всем доверяю. Много делаю глупостей. Редко влюбляюсь, но долго люблю. Убегаю от прошлого, но всегда о нем думаю.	2014-04-09 14:59:25
