post_id	text	date
1	Тем, кто не понимает всей прелести жизни с любимым человеком, тот и не поймет «вкусности» легкой щетинки на щеках любимого мужчины!!!)))))))))	2016-05-15 00:07:39
2		2016-05-10 22:24:32
3	Гуляем) с днем рождения Катюшка)	2016-05-08 21:20:34
4	Друзья,кому не сложно проголосуйте за №6 (голосование проходит в одноклассниках).Поддержим мою подругу и ее замечательных сыночков))  №6 http://ok.ru/profile/579992142121/statuses/65430747632937	2016-05-08 17:33:23
5	Хорошо в гостях) Выходные в Карталах)	2016-05-07 12:10:34
6		2016-05-02 17:12:34
7	Юная болельщица радуется голу)))	2016-04-19 19:55:45
8	Пипец!! Я ведь там жила))) щас бы в валенках ходила)))	2016-04-18 21:52:20
9		2016-04-18 20:49:47
10		2016-04-17 22:41:37
11		2016-04-17 17:34:22
12	17.04.2014 не стало очень доброй, милой и жизнерадостной девочки....... Региночка, помним, любим, скорбим(!	2016-04-16 23:56:02
13		2016-04-16 17:05:09
14		2016-04-16 11:16:35
15		2016-04-04 23:09:35
16		2016-03-24 13:29:51
17		2016-03-22 20:02:35
18		2016-03-20 19:01:44
19		2016-03-11 23:02:34
20		2016-03-09 20:07:20
21		2016-02-17 23:12:37
22	А вас поздравила ваша половинка?)))💏❤️❤️❤️💋🌹🌹🌹	2016-02-14 17:04:06
23	КОТЯТА ПРОДАНЫ!!!	2016-02-08 11:45:54
24	Продам котенка---девочку,Родилась 22 декабря.Кушает самостоятельно,ходит в лоток.На двух последних фото мама и папа.	2016-02-05 12:43:20
25		2016-01-31 11:33:40
26	Продам котят,мальчик и девочка.Родились 22 декабря.Все вопросы в личку)	2016-01-24 18:55:02
27		2016-01-17 21:58:40
28		2016-01-12 22:46:54
29		2016-01-09 21:33:12
30		2016-01-08 00:40:37
