post_id	text	date
1		2016-05-27 15:46:40
2		2016-05-27 15:38:54
3		2016-05-24 18:56:57
4		2016-05-24 18:39:39
5		2016-05-18 19:28:39
6		2016-05-16 15:19:21
7		2016-05-08 17:58:34
8		2016-05-08 11:12:14
9		2016-05-08 11:06:23
10		2016-05-07 11:08:46
11		2016-05-07 10:25:38
12		2016-05-03 13:14:42
13		2016-05-02 20:03:08
14		2016-05-02 14:42:21
15		2016-05-02 10:19:24
16		2016-04-30 14:05:36
17	Пол кота)	2016-04-25 19:54:21
18		2016-04-25 19:49:46
19		2016-04-25 19:48:51
20		2016-04-24 15:46:04
21		2016-04-20 08:47:45
22		2016-04-05 13:21:41
23		2016-04-02 15:35:18
24		2016-03-27 16:03:04
25		2016-03-27 15:38:11
26		2016-03-27 15:06:37
27		2016-03-25 19:12:52
28	Прекрасное небо Магнитогорских новостроек	2016-03-20 17:21:48
29		2016-03-17 09:26:50
30		2016-03-13 18:58:39
31	Друзья,ещё конечно рано,но все же.. Еду 30 апреля в Челябинск. Возьму попутчиков кому не страшно 😄😄😄 Подробности в лс	2016-03-10 18:49:26
32		2016-03-08 15:21:40
33	Натюрморт)	2016-02-27 08:34:00
34		2016-02-24 20:44:45
35		2016-02-22 19:06:08
36	Трудовые будни))	2016-02-19 10:33:26
37		2016-02-17 16:56:22
38		2016-02-16 16:39:12
39		2016-02-14 13:32:37
40	Спасибо за доброе утро,муж:*	2016-02-14 10:50:40
41		2016-02-06 13:55:39
42		2016-02-02 12:40:30
43		2016-01-30 12:44:39
44		2016-01-23 15:37:29
45		2016-01-22 21:08:51
46	Отличное завершение выходных)	2016-01-17 19:16:54
47		2016-01-17 15:44:05
48	#blackroombar  @ Black Room Bar	2016-01-09 19:06:00
49	#blackroombar  @ Black Room Bar	2016-01-09 19:04:14
50		2016-01-08 15:09:54
51	С нг друзья)	2016-01-01 02:36:50
52		2015-12-29 19:41:11
53		2015-12-29 15:53:12
54	#времяидетдамарастет	2015-12-19 12:43:17
55		2015-12-06 17:08:16
56	У нас вечер джанго)	2015-12-04 22:08:56
57		2015-12-04 18:05:44
58		2015-11-29 14:30:55
59	"""У губ твоих конфетный,конфетный вкус""))кто знает тот поймет)"	2015-11-27 20:07:08
60	Отличный финал)спасибо Тагил)	2015-11-27 20:03:00
61	Крестница)	2015-11-19 09:52:14
62		2015-11-18 07:21:14
63		2015-11-12 18:29:43
64	Воскресная культурная программа)	2015-11-08 15:43:01
65	От 0.2% до 100% жесткий переезд)это мой день)	2015-11-03 22:52:39
66	Ыы)	2015-10-25 17:42:52
67		2015-10-25 10:52:00
68		2015-10-02 19:00:26
69		2015-08-07 13:33:53
70		2015-08-03 17:02:36
71		2015-07-05 12:01:09
72		2015-06-16 20:49:11
73	Сдается малосемейка Ленина 108.без мебели.на длительный срок.подробно в личку	2015-05-24 13:03:27
74		2015-05-22 18:43:42
75	Мужики мои)	2015-05-20 16:47:16
76		2015-05-14 18:33:02
77		2015-02-08 08:43:36
78		2015-02-05 10:27:38
